ALERT,kycRiskScore,income,tenureMonths,creditScore,state,nbrPurchases90d,avgTxnSize90d,totalSpend90d,csrNotes,nbrDistinctMerch90d,nbrMerchCredits90d,nbrMerchCreditsRndDollarAmt90d,totalMerchCred90d,nbrMerchCreditsWoOffsettingPurch,nbrPayments90d,totalPaymentAmt90d,overpaymentAmt90d,overpaymentInd90d,nbrCustReqRefunds90d,indCustReqRefund90d,totalRefundsToCust90d,nbrPaymentsCashLike90d,maxRevolveLine,indOwnsHome,nbrInquiries1y,nbrCollections3y,nbrWebLogins90d,nbrPointRed90d,PEP,SAR,record_id
1,1,600.0,24,637,NY,1,2.09,2.09,statement plastic replace billing address,1,0,0,0.0,0,3,60.0,57.91,1,3,1,78.25,0,20000,1,2,0,10,2,0,0,62720853
1,2,7200.0,10,729,MA,2,67.04,134.08,password change transfer transfer statement,2,0,0,0.0,0,3,134.08,0.0,0,1,1,78.58,0,22000,1,3,0,5,1,0,0,76662305
1,1,61600.0,19,727,PA,65,80.56,5236.4,card replace change request customer call withdraw limit,32,8,4,580.24,1,2,261.82,0.0,0,1,1,22.35,2,12000,0,4,1,7,1,0,0,75956703
1,1,20200.0,27,754,NY,2,214.31,428.62,billing address password change transfer statement,2,0,0,0.0,0,2,60.0,0.0,0,1,1,30.68,0,13000,1,4,0,1,1,0,0,53260543
1,2,2900.0,30,749,MA,2,0.0,0.0,customer call change request card replace,1,0,0,0.0,0,4,60.0,60.0,1,1,1,60.0,0,17000,1,3,0,4,0,0,0,02618012
1,2,,12,722,NY,32,153.31,4905.92, ,14,5,0,776.95,2,5,2642.67,0.0,0,1,1,43.15,5,9000,0,5,0,11,1,0,0,42211069
1,5,16900.0,20,682,NY,20,130.12,2602.4, ,5,3,0,389.01,0,5,2602.4,0.0,0,1,1,43.41,5,13000,1,1,0,4,2,0,0,76639841
1,2,14800.0,27,740,PA,4,333.72,1334.88,card replace customer call statement statement,1,0,0,0.0,0,5,1334.88,0.0,0,1,1,79.06,0,14000,1,5,0,8,1,0,0,09228868
1,0,83600.0,28,685,NY,6,26.86,161.16,late payment password change password change,3,1,0,27.43,0,5,161.16,0.0,0,1,1,73.53,0,15000,0,2,0,9,1,0,0,32142862
1,2,58100.0,9,656,NJ,12,26.78,321.36, ,5,1,1,23.0,0,3,329.79,8.43,1,2,1,88.22,0,8000,0,3,0,5,1,0,0,08352503
1,2,15400.0,25,695,NY,45,16.11,724.95,"password change statement password change lost cardrefund requested. supply additional details, call back",20,1,0,15.76,1,2,3445.82,2720.87,1,4,1,2755.86,2,10000,1,5,0,10,0,0,0,71364137
1,4,53000.0,37,701,NJ,40,288.46,11538.4, ,19,3,1,850.2,2,3,576.92,0.0,0,1,1,30.89,3,12000,1,2,1,10,2,0,0,10354359
1,1,46700.0,46,765,NY,12,50.2,602.4, ,6,3,0,152.28,1,3,602.4,0.0,0,1,1,31.68,0,17000,1,2,0,7,0,0,0,98351824
1,2,36700.0,4,684,MA,22,117.02,2574.44,card replace billing address plastic replace,9,5,0,571.05,3,4,128.72,0.0,0,1,1,43.71,4,6000,1,6,0,6,0,0,0,20130040
1,0,41600.0,3,745,ME,9,66.4,597.6,change request card replace password change statement,8,0,0,0.0,0,3,60.0,0.0,0,1,1,54.25,0,20000,0,2,0,8,1,0,0,87640783
1,0,49900.0,27,694,NY,4,1032.11,4128.44,card replace customer call customer call cash,1,0,0,0.0,0,4,5938.07,1809.63,1,1,1,1844.52,4,9000,0,5,0,6,2,0,0,23518501
1,1,43000.0,3,750,ME,6,348.07,2088.42, ,2,2,0,694.86,0,4,2088.42,0.0,0,1,1,22.21,4,15000,0,5,0,11,1,0,0,41349756
1,0,58800.0,17,747,NY,75,53.46,4009.5, ,41,11,2,596.04,3,5,200.48,0.0,0,1,1,55.59,5,10000,1,4,0,7,1,0,0,24083691
1,0,53100.0,8,706,MA,6,112.21,673.26,late payment statement transfer bitcoin,2,1,0,111.04,0,3,3356.4,2683.14,1,1,1,2719.76,3,8000,1,2,0,14,1,0,0,82621773
1,2,33700.0,8,759,RI,20,53.96,1079.2, ,6,4,0,217.76,0,3,1079.2,0.0,0,1,1,68.14,1,11000,1,3,0,5,0,0,0,70065678
1,3,59600.0,13,706,PA,43,69.55,2990.65, ,22,5,1,350.4,3,5,2990.65,0.0,0,1,1,56.43,5,10000,1,2,0,15,0,0,0,82464677
1,1,39000.0,36,759,CT,28,69.83,1955.24,statement plastic replace late payment,16,5,0,347.55,1,2,1955.24,0.0,0,1,1,36.66,2,10000,1,5,0,7,1,0,0,59861547
1,0,17500.0,9,709,NJ,0,94.39,0.0, ,0,0,0,0.0,0,2,60.0,60.0,1,1,1,60.0,0,15000,0,1,0,8,2,0,0,07711639
1,2,12400.0,57,718,MA,3,0.0,0.0, ,3,0,0,0.0,0,6,60.0,60.0,1,1,1,60.0,0,6000,1,3,0,9,1,0,0,08446935
1,2,96000.0,13,650,NY,119,95.49,11363.31,password change change request customer call moneyorder payment,60,8,2,787.3,3,6,1716.04,0.0,0,1,1,58.3,6,8000,1,1,1,10,1,0,0,66323854
1,0,16400.0,32,614,NY,2,137.54,275.08,  card replace password change moneyorder payment,0,0,0,0.0,0,2,3098.64,2823.56,1,1,1,2885.28,2,8000,1,6,0,11,1,0,1,84420369
1,2,59400.0,10,772,NY,109,5.64,614.76, ,62,6,1,33.35,1,4,614.76,0.0,0,1,1,67.3,0,10000,1,3,0,5,0,0,0,32703099
1,3,25700.0,11,747,MA,30,31.71,951.3, ,12,3,1,92.84,0,5,951.3,0.0,0,1,1,19.54,1,15000,0,6,0,7,2,0,0,95245022
1,0,116900.0,6,693,ME,176,194.82,34288.32, ,84,28,9,5348.77,11,4,1714.42,0.0,0,1,1,58.95,4,11000,1,3,0,9,0,0,1,21734111
1,1,,7,680,NY,44,319.83,14072.52,change request customer call card replace moneyorder,26,7,1,2252.1,4,2,14072.52,0.0,0,1,1,62.44,2,15000,1,3,0,11,1,0,1,59744195
1,2,25400.0,3,770,MA,0,191.12,0.0,customer call transfer billing address,0,0,0,0.0,0,3,60.0,60.0,1,1,1,60.0,0,13000,0,2,0,6,0,0,0,56274497
1,1,78600.0,28,702,MA,3,0.0,0.0,card replace password change statement,0,0,0,0.0,0,6,60.0,60.0,1,2,1,60.0,0,13000,1,3,0,8,0,0,0,03646474
1,1,61900.0,23,715,RI,28,281.02,7868.56, ,14,5,0,1393.0,3,3,10476.82,2608.26,1,1,1,2649.13,3,12000,1,0,0,6,0,0,1,62874887
1,1,74200.0,5,759,NJ,1,255.92,255.92, ,1,0,0,0.0,0,4,255.92,0.0,0,1,1,70.74,0,21000,1,3,0,6,1,0,0,54913764
1,2,26800.0,10,772,MA,38,18.0,684.0,customer call change request transfer,25,3,1,46.66,0,3,684.0,0.0,0,1,1,79.59,0,20000,0,3,0,4,1,0,0,91096741
1,4,63600.0,7,702,VT,10,189.42,1894.2, ,7,1,0,188.27,0,6,1894.2,0.0,0,1,1,38.36,4,10000,1,2,0,90,2,0,0,23990173
1,0,51700.0,2,778,MA,4,166.55,666.2, ,1,0,0,0.0,0,2,666.2,0.0,0,1,1,52.72,0,11000,1,3,0,6,3,0,0,74333488
1,0,53300.0,28,738,MA,41,19.02,779.82, ,25,1,0,18.89,0,5,779.82,0.0,0,1,1,33.75,0,14000,0,0,0,3,1,0,0,21516994
1,0,19000.0,33,733,NY,7,913.82,6396.74,plastic replace customer call late payment statement,5,0,0,0.0,0,3,6396.74,0.0,0,1,1,34.73,0,11000,0,1,0,10,2,0,0,69139723
1,0,41600.0,11,692,ME,7,249.22,1744.54,password change statement customer call,6,2,0,499.4,0,2,87.23,0.0,0,1,1,53.5,2,14000,1,5,0,4,0,0,0,05567476
1,2,103900.0,4,763,NY,5,183.06,915.3, ,3,0,0,0.0,0,9,915.3,0.0,0,1,1,74.42,0,26000,1,0,1,10,2,0,0,72434556
1,2,16500.0,1,706,PA,24,5.93,142.32, ,10,1,0,5.6,0,3,142.32,0.0,0,1,1,41.63,0,16000,0,4,0,7,1,0,0,18832318
1,2,42300.0,14,734,CT,2,200.19,400.38, ,1,0,0,0.0,0,3,400.38,0.0,0,1,1,47.22,0,13000,0,2,0,5,0,0,0,04606194
1,1,19300.0,3,702,VT,37,432.21,15991.77,plastic replace plastic replace plastic replace moneyorder payment,22,2,0,860.48,1,4,799.59,0.0,0,1,1,14.68,4,13000,0,3,0,5,1,0,0,39166770
1,0,196700.0,1,756,MA,262,82.33,21570.46,late payment card replace   atm limit,122,26,6,2237.6,13,7,21570.46,0.0,0,1,1,33.06,7,10000,1,2,0,8,0,0,1,44628330
1,1,49000.0,8,701,RI,11,156.32,1719.52,transfer change request billing address,6,1,0,156.09,0,2,85.98,0.0,0,1,1,49.79,1,8000,1,3,1,9,1,0,0,36321891
1,0,5300.0,41,625,NY,1,297.81,297.81, ,1,1,0,297.09,0,4,297.81,0.0,0,1,1,19.51,4,16000,0,1,0,8,2,0,0,59356070
1,1,41900.0,11,682,NY,37,4.94,182.78, ,18,4,0,19.36,1,3,60.0,0.0,0,1,1,47.17,0,12000,0,0,1,5,0,0,0,13448003
1,1,46500.0,23,702,RI,1,190.5,190.5, ,1,1,1,159.0,0,5,373.81,183.31,1,3,1,232.15,3,9000,1,7,0,13,1,0,0,07099164
1,2,89200.0,56,691,MA,22,98.19,2160.18, ,11,2,1,189.33,1,2,2160.18,0.0,0,1,1,56.23,1,16000,0,2,0,6,0,0,0,71650683
1,1,89800.0,10,628,MA,33,30.86,1018.38,card replace transfer statement,17,5,2,171.59,1,2,1018.38,0.0,0,1,1,32.02,2,10000,0,3,2,6,1,0,0,62318351
1,1,71700.0,37,645,MA,17,73.28,1245.76, ,7,0,0,0.0,0,4,62.29,0.0,0,1,1,81.99,0,6000,1,3,1,7,1,0,0,02882635
1,0,79300.0,30,751,NY,2,1156.48,2312.96,late payment change request late payment,1,0,0,0.0,0,2,3032.96,720.0,1,1,1,765.8,2,28000,0,2,0,7,1,0,0,58382383
1,1,21700.0,16,704,NY,5,81.71,408.55, ,3,0,0,0.0,0,4,408.55,0.0,0,1,1,47.51,0,15000,1,1,0,8,0,0,0,81654579
1,1,72200.0,30,689,PA,35,159.2,5572.0, ,21,4,1,614.88,1,4,278.6,0.0,0,1,1,81.62,4,15000,0,4,0,9,1,0,0,99675263
1,1,81600.0,22,786,CT,19,36.88,700.72, ,11,3,1,114.04,1,5,700.72,0.0,0,1,1,40.71,1,12000,0,0,0,6,3,0,0,79104478
1,2,82600.0,0,725,NJ,71,37.32,2649.72,customer call card replace card replace,29,8,3,336.25,4,3,132.49,0.0,0,1,1,25.48,3,15000,0,2,0,9,2,0,0,39699037
1,1,34800.0,2,680,PA,8,22.63,181.04,customer call plastic replace billing address,2,1,0,22.22,0,4,181.04,0.0,0,1,1,41.6,0,14000,1,2,0,9,1,0,0,35556448
1,1,24100.0,3,737,CT,15,164.05,2460.75,customer call statement billing address statement,9,0,0,0.0,0,5,2460.75,0.0,0,1,1,45.29,0,8000,0,6,0,8,0,0,0,81780095
1,1,50100.0,20,764,RI,4,139.31,557.24,customer call change request customer call statement,3,0,0,0.0,0,4,60.0,0.0,0,1,1,16.8,0,8000,0,1,0,8,0,0,0,88388571
1,2,5600.0,3,724,ME,1,0.51,0.51,transfer plastic replace billing address,1,0,0,0.0,0,2,60.0,59.49,1,1,1,137.36,0,13000,1,2,0,5,1,0,0,38889155
1,2,,30,686,CT,64,17.4,1113.6, ,34,6,0,102.0,4,3,1113.6,0.0,0,1,1,77.05,1,8000,0,2,0,6,2,0,0,01849042
1,0,15300.0,21,730,RI,0,74.15,0.0,change request card replace change request,0,0,0,0.0,0,8,60.0,60.0,1,3,1,60.0,2,10000,1,2,0,4,2,0,0,48641031
1,1,19900.0,35,800,MA,3,148.06,444.18, ,1,0,0,0.0,0,3,3077.12,2632.94,1,1,1,2670.67,3,18000,0,4,0,7,1,0,1,40561129
1,1,82700.0,22,770,ME,8,159.97,1279.76,customer call late payment billing address,2,2,0,314.9,1,4,1722.74,442.98,1,1,1,511.41,4,15000,1,4,0,4,1,0,0,83263578
1,1,94400.0,4,726,NY,24,275.08,6601.92,password change change request late payment moneyorder payment,9,3,2,794.75,2,4,330.1,0.0,0,1,1,55.02,4,7000,1,3,0,7,1,0,0,55892619
1,2,64700.0,34,694,PA,17,295.7,5026.9, ,10,1,0,295.82,0,3,251.34,0.0,0,1,1,55.2,3,11000,1,4,0,5,1,0,0,68824527
1,0,59200.0,4,672,MA,51,1.12,57.12,change request password change   bitcoin,25,3,0,3.78,2,5,2722.32,2665.2,1,4,1,2722.6,5,9000,1,3,0,4,0,0,0,67790563
1,0,51300.0,5,706,ME,37,132.77,4912.49,billing address plastic replace plastic replace,18,4,1,548.98,2,5,4912.49,0.0,0,1,1,69.87,5,10000,1,1,0,12,1,0,0,30752320
1,2,,8,683,MA,3,42.27,126.81, ,0,2,1,92.57,1,3,126.81,0.0,0,1,1,50.19,0,9000,0,3,0,8,2,0,0,06263840
1,1,29900.0,34,750,RI,10,47.11,471.1,change request transfer plastic replace,6,2,0,92.54,1,3,60.0,0.0,0,1,1,85.04,0,15000,1,4,0,7,0,0,0,47910206
1,1,74800.0,14,734,NY,150,97.27,14590.5,password change password change plastic replace withdraw limit,75,17,7,1552.0,6,3,17271.0,2680.5,1,1,1,2749.08,3,9000,0,4,0,4,2,0,1,26315942
1,0,22000.0,21,719,PA,17,0.0,0.0,change request transfer password change,9,1,0,0.0,0,8,60.0,60.0,1,3,1,60.0,0,12000,0,3,1,11,1,0,1,38327581
1,0,37600.0,7,742,NY,69,286.22,19749.18,plastic replace password change password change cash,42,7,0,2005.15,1,3,7610.13,0.0,0,1,1,74.39,3,10000,1,1,0,5,1,0,1,52195582
1,1,108500.0,5,705,NY,61,11.97,730.17, ,32,5,2,63.16,1,3,730.17,0.0,0,1,1,36.26,1,12000,1,3,0,4,0,0,0,65350827
1,1,27200.0,5,624,ME,18,45.69,822.42,"late payment change request change request lost cardrefund requested. supply additional details, call back",6,1,0,46.26,1,2,2668.18,1845.76,1,1,1,1882.37,2,10000,0,3,0,5,0,0,1,92585233
1,4,38900.0,3,746,NY,24,350.58,8413.92, ,11,4,1,1381.81,3,2,8413.92,0.0,0,1,1,52.77,2,11000,1,2,0,4,0,0,1,13875540
1,0,70200.0,9,720,ME,17,55.38,941.46,late payment password change customer call,7,2,0,110.92,1,5,941.46,0.0,0,1,1,19.89,2,13000,1,4,0,6,1,0,0,40289065
1,2,31000.0,46,739,RI,19,110.72,2103.68, ,6,2,1,214.04,1,5,2103.68,0.0,0,1,1,89.68,3,10000,0,4,0,7,2,0,0,61336018
1,0,61700.0,42,694,NJ,13,251.17,3265.21, ,8,2,1,474.69,1,4,3265.21,0.0,0,1,1,57.19,4,12000,1,4,0,5,0,0,0,20881151
1,1,139200.0,19,771,NJ,12,74.92,899.04, ,8,2,2,114.0,1,5,60.0,0.0,0,1,1,68.02,0,12000,0,6,0,4,0,0,0,07047448
1,3,69500.0,87,704,PA,14,266.5,3731.0,  billing address   statement,9,0,0,0.0,0,4,3731.0,0.0,0,1,1,45.74,0,12000,0,1,0,3,1,0,0,68733658
1,3,17400.0,3,720,CT,16,49.06,784.96, ,10,2,0,98.82,1,3,784.96,0.0,0,1,1,57.62,1,7000,1,2,1,8,2,0,0,18505517
1,0,26600.0,6,762,MA,0,60.57,0.0,plastic replace plastic replace change request,0,0,0,0.0,0,2,60.0,60.0,1,1,1,60.0,0,14000,1,4,0,4,0,0,0,48479168
1,1,50100.0,11,722,MA,54,202.79,10950.66, ,26,7,2,1422.4,2,2,10950.66,0.0,0,1,1,29.29,2,11000,1,4,0,11,1,0,0,90929392
1,1,24600.0,58,736,CT,2,0.0,0.0, ,2,1,0,0.0,0,2,60.0,60.0,1,1,1,60.0,0,15000,0,0,0,10,0,0,0,60197180
1,1,76300.0,99,667,MA,112,243.58,27280.96,"statement billing address change request lost cardrefund requested. supply additional details, call back",52,15,3,3642.36,3,2,27280.96,0.0,0,1,1,42.02,2,10000,1,2,0,9,1,0,1,08613589
1,3,75800.0,62,742,NY,25,94.78,2369.5, ,10,0,0,0.0,0,2,2369.5,0.0,0,1,1,71.45,0,8000,1,2,0,14,2,0,0,02473384
1,0,79800.0,26,659,MA,50,141.07,7053.5,  statement plastic replace cash,26,8,1,1123.33,1,2,352.68,0.0,0,1,1,25.87,2,15000,1,5,0,6,0,0,0,26441111
1,3,44800.0,76,756,CT,66,211.61,13966.26,  statement statement moneyorder,24,6,2,1268.72,3,5,21229.85,7263.59,1,1,1,7315.85,5,11000,0,1,0,7,4,0,1,61498697
1,2,60400.0,3,669,RI,8,159.9,1279.2,change request plastic replace transfer,5,1,0,158.76,0,4,1279.2,0.0,0,1,1,31.52,3,13000,0,4,0,6,1,0,0,15831099
1,1,31600.0,58,715,PA,12,127.34,1528.08, ,7,2,0,255.66,0,4,1528.08,0.0,0,1,1,39.64,2,9000,0,5,0,4,0,0,0,30005533
1,2,9400.0,1,768,PA,0,66.96,0.0, ,0,0,0,0.0,0,2,60.0,60.0,1,1,1,60.0,0,10000,1,2,0,8,4,0,0,42312352
1,2,95300.0,5,747,NY,86,186.37,16027.82, ,37,7,4,1330.46,4,3,801.39,0.0,0,1,1,44.27,3,18000,0,1,0,5,1,0,0,96285816
1,2,36600.0,40,730,MA,3,38.84,116.52, ,0,1,0,39.88,0,6,116.52,0.0,0,1,1,42.46,0,8000,1,3,0,6,0,0,0,65967218
1,2,117400.0,29,701,ME,32,111.56,3569.92, ,16,4,2,437.26,2,4,6181.02,2611.1,1,1,1,2649.45,4,10000,0,3,0,10,0,0,0,09102410
1,2,15700.0,32,662,MA,15,317.18,4757.7,billing address     bitcoin,6,3,0,956.91,0,8,4757.7,0.0,0,1,1,43.37,8,16000,0,1,0,8,0,0,0,28381883
1,0,58200.0,1,752,RI,0,41.06,0.0, ,0,0,0,0.0,0,5,60.0,60.0,1,1,1,60.0,0,13000,0,2,0,9,2,0,0,42263992
1,2,6200.0,42,671,CT,1,217.53,217.53,statement change request billing address statement,0,0,0,0.0,0,2,217.53,0.0,0,1,1,43.84,0,10000,0,3,0,8,1,0,0,27355098
1,1,29300.0,15,715,CT,21,1.46,30.66,billing address    ,12,5,1,6.72,3,7,60.0,29.34,1,1,1,91.33,0,11000,1,3,0,6,0,0,0,56535842
1,1,40700.0,43,715,PA,18,39.36,708.48, ,9,1,0,39.31,0,2,708.48,0.0,0,1,1,47.11,0,10000,0,2,0,6,0,0,0,68749399
1,0,36200.0,1,750,ME,19,85.41,1622.79, ,9,1,0,84.0,0,6,1622.79,0.0,0,1,1,30.72,0,19000,1,1,0,8,1,0,0,67992134
1,0,10300.0,3,649,MA,8,377.21,3017.68,  transfer customer call statement,6,0,0,0.0,0,4,3017.68,0.0,0,1,1,40.46,0,14000,1,1,0,7,2,0,0,75714151
1,1,40300.0,38,764,MA,2,5.29,10.58, ,0,0,0,0.0,0,2,60.0,49.42,1,1,1,93.96,0,14000,1,4,0,7,2,0,0,53838845
1,2,94800.0,22,779,ME,4,110.41,441.64,plastic replace card replace billing address,2,0,0,0.0,0,4,60.0,0.0,0,1,1,90.97,0,20000,0,3,0,7,0,0,0,23620305
1,1,47300.0,21,729,VT,30,59.74,1792.2,late payment billing address plastic replace,13,3,0,179.55,1,5,1792.2,0.0,0,1,1,47.6,4,10000,1,2,0,3,3,0,0,93295196
1,1,14200.0,14,734,NJ,1,78.4,78.4, ,1,0,0,0.0,0,6,78.4,0.0,0,1,1,27.36,0,12000,0,2,0,10,0,0,0,44017146
1,0,0.0,20,660,NY,0,13.41,0.0,  change request card replace withdraw limit,0,0,0,0.0,0,3,2683.21,2683.21,1,1,1,2683.21,3,7000,1,3,0,9,1,0,1,74692941
1,1,111800.0,55,746,ME,9,37.9,341.1,transfer statement late payment,5,1,0,37.77,0,4,341.1,0.0,0,1,1,43.96,0,18000,0,1,1,7,2,0,0,17436153
1,0,79500.0,18,689,NY,21,529.33,11115.93, ,10,1,1,532.0,0,3,11115.93,0.0,0,1,1,89.35,3,16000,0,3,1,6,2,0,0,37182508
1,0,49400.0,8,707,NY,39,458.89,17896.71, ,26,7,1,3176.08,1,2,33154.31,15257.6,1,1,1,15318.69,2,12000,1,4,0,6,1,0,0,49426013
1,1,117800.0,21,793,PA,95,59.16,5620.2, ,37,13,4,776.49,6,5,281.01,0.0,0,1,1,50.73,5,12000,1,2,0,6,0,0,0,36011657
1,1,12400.0,30,746,NJ,1,82.9,82.9,  late payment customer call withdraw limit,0,0,0,0.0,0,4,2715.41,2632.51,1,2,1,2641.94,4,13000,0,4,0,9,1,0,1,72829871
1,0,15100.0,21,719,RI,4,7.31,29.24, ,2,0,0,0.0,0,5,60.0,30.76,1,2,1,63.02,0,7000,0,3,0,8,1,0,0,69151199
1,0,83900.0,55,780,NY,23,49.92,1148.16,late payment billing address late payment,15,3,1,147.24,2,4,1148.16,0.0,0,1,1,27.93,1,13000,1,2,0,10,1,0,0,64968459
1,2,70500.0,4,715,ME,6,21.26,127.56, ,2,0,0,0.0,0,5,127.56,0.0,0,1,1,45.8,0,15000,0,0,0,9,1,0,0,22462862
1,2,92800.0,11,663,ME,24,344.7,8272.8, ,15,0,0,0.0,0,8,8272.8,0.0,0,1,1,16.52,0,13000,0,4,0,5,1,0,0,81006382
1,2,5700.0,6,763,MA,2,103.0,206.0,transfer customer call billing address,2,1,1,117.0,0,2,206.0,0.0,0,1,1,36.28,0,10000,0,0,0,6,1,0,0,15309173
1,3,74100.0,3,782,CT,99,18.16,1797.84,late payment billing address billing address,50,9,0,165.42,3,2,1797.84,0.0,0,1,1,41.97,1,10000,1,6,0,2,0,0,0,00122725
1,2,39500.0,5,643,MA,50,185.49,9274.5, ,29,7,2,1292.45,2,2,2937.58,0.0,0,1,1,49.52,2,13000,0,4,0,9,1,0,0,33209991
1,3,29700.0,119,723,NY,5,95.1,475.5, ,3,1,1,89.0,0,4,475.5,0.0,0,1,1,40.23,0,10000,0,1,1,11,1,0,0,76586072
1,2,82300.0,3,735,NJ,14,11.34,158.76,plastic replace statement change request,5,2,1,25.35,0,5,158.76,0.0,0,1,1,84.53,0,11000,1,2,0,6,1,0,0,90395402
1,3,61500.0,2,715,NJ,34,10.2,346.8,plastic replace customer call billing address,18,3,2,38.62,1,7,483.15,136.35,1,1,1,176.49,3,13000,0,7,0,7,0,0,0,75425467
1,1,61900.0,11,711,ME,1,88.96,88.96,  password change card replace,1,0,0,0.0,0,2,136.74,47.78,1,4,1,106.04,0,9000,0,3,0,7,1,0,0,36342815
1,1,62600.0,6,717,CT,121,296.1,35828.1, ,52,7,1,2058.32,1,2,25769.07,0.0,0,1,1,65.57,2,16000,0,3,0,9,0,0,1,98325391
1,2,35000.0,1,682,MA,55,724.16,39828.8, ,30,4,0,2921.76,1,3,39828.8,0.0,0,1,1,44.64,3,11000,1,1,0,8,1,0,1,77590231
1,0,30700.0,35,774,RI,15,82.12,1231.8,late payment password change plastic replace,7,1,0,82.92,0,4,1231.8,0.0,0,1,1,17.93,0,6000,1,4,0,6,0,0,0,32593386
1,1,167100.0,8,719,NY,88,50.71,4462.48, ,45,11,3,582.48,3,4,4462.48,0.0,0,1,1,86.1,4,12000,1,3,0,6,2,0,0,61393015
1,0,45300.0,6,695,CT,16,171.2,2739.2, ,10,3,1,524.94,1,5,2739.2,0.0,0,1,1,27.33,5,17000,1,3,0,9,3,0,0,79058590
1,1,13200.0,27,705,NY,6,614.99,3689.94,late payment statement customer call statement,3,0,0,0.0,0,3,3689.94,0.0,0,1,1,37.41,0,14000,1,1,0,3,3,0,0,78970062
1,1,30200.0,70,685,CT,9,73.55,661.95,change request customer call password change,5,1,0,72.34,0,3,661.95,0.0,0,1,1,31.7,0,11000,0,2,0,7,0,0,0,07710235
1,1,94300.0,12,744,MA,31,232.73,7214.63,  customer call   cash,13,1,0,232.16,0,2,13352.67,6138.04,1,1,1,6185.34,2,15000,0,1,0,11,1,0,1,15545299
1,1,25100.0,3,662,NJ,2,52.81,105.62,card replace late payment statement statement,1,0,0,0.0,0,3,105.62,0.0,0,1,1,63.02,0,13000,1,7,0,7,0,0,0,44597283
1,1,26100.0,20,711,ME,11,182.85,2011.35,change request transfer billing address,5,1,0,183.83,0,4,2011.35,0.0,0,1,1,25.0,1,10000,1,1,0,6,1,0,0,42156668
1,1,1100.0,1,651,NJ,0,400.37,0.0,late payment transfer customer call,0,0,0,0.0,0,4,60.0,60.0,1,1,1,60.0,0,8000,1,3,0,3,2,0,0,74798133
1,0,104700.0,17,777,NJ,15,69.12,1036.8, ,6,1,0,70.07,1,2,1036.8,0.0,0,1,1,42.55,0,8000,0,3,0,10,0,0,0,26863479
1,2,7500.0,0,695,NY,3,651.5,1954.5, ,3,0,0,0.0,0,3,97.72,0.0,0,1,1,62.57,0,10000,0,4,0,5,1,0,0,26365421
1,2,78500.0,24,696,MA,36,158.07,5690.52,statement change request card replace,20,2,1,294.82,1,5,284.53,0.0,0,1,1,39.06,5,14000,1,4,0,4,0,0,0,43798763
1,2,32100.0,45,762,ME,10,5.1,51.0,card replace plastic replace late payment,6,2,0,10.56,2,6,60.0,9.0,1,1,1,46.85,0,15000,1,5,0,5,0,0,0,02036392
1,1,37700.0,79,783,CT,30,77.38,2321.4, ,14,6,0,473.46,2,2,2321.4,0.0,0,1,1,50.37,2,14000,1,1,0,7,1,0,0,33389751
1,3,3800.0,5,706,MA,1,1.56,1.56, ,0,0,0,0.0,0,3,60.0,58.44,1,1,1,95.54,1,11000,1,1,0,6,1,0,0,74670303
1,2,51900.0,30,717,RI,42,425.41,17867.22,change request card replace  ,22,1,0,424.8,0,3,893.36,0.0,0,1,1,53.19,3,12000,1,6,0,3,2,0,0,54982247
1,1,41400.0,5,715,CT,5,161.97,809.85, ,2,0,0,0.0,0,6,60.0,0.0,0,1,1,105.9,0,15000,1,0,0,3,1,0,0,16571553
1,1,111300.0,5,757,MA,29,162.52,4713.08, ,13,3,0,489.9,0,2,235.65,0.0,0,1,1,61.35,2,8000,0,5,0,8,1,0,0,23306852
1,3,10300.0,34,662,PA,10,22.35,223.5, ,4,2,0,43.66,1,2,2957.96,2734.46,1,1,1,2781.61,2,4000,0,5,0,5,1,0,0,00824942
1,3,16300.0,1,707,NY,2,121.4,242.8,  customer call late payment statement,1,0,0,0.0,0,2,242.8,0.0,0,1,1,37.81,0,12000,0,1,0,7,0,0,0,78559936
1,2,46600.0,20,782,NY,77,83.57,6434.89, ,38,10,3,841.45,3,3,9114.41,2679.52,1,3,1,2733.2,3,18000,1,3,0,10,0,0,1,70634092
1,4,42700.0,5,681,NY,33,190.33,6280.89, ,15,4,0,749.2,2,7,314.04,0.0,0,1,1,86.4,7,15000,1,2,0,11,0,0,0,31609662
1,1,5200.0,8,742,ME,0,85.18,0.0,plastic replace card replace late payment,0,0,0,0.0,0,2,60.0,60.0,1,1,1,60.0,1,13000,1,4,0,12,0,0,0,50393106
1,2,61200.0,14,729,NY,20,181.81,3636.2,change request customer call statement,14,2,0,361.76,0,2,3636.2,0.0,0,1,1,37.17,2,9000,1,3,0,11,0,0,0,51763573
1,0,42500.0,14,719,NY,4,137.29,549.16, ,1,0,0,0.0,0,3,60.0,0.0,0,1,1,58.3,0,7000,1,5,0,2,1,0,0,69585738
1,0,88200.0,8,725,NJ,70,200.56,14039.2,transfer customer call   withdraw limit,36,5,0,996.9,2,3,14039.2,0.0,0,1,1,29.24,3,12000,1,5,0,8,1,0,0,12358748
1,2,12700.0,5,702,NY,5,14.22,71.1, ,5,0,0,0.0,0,3,71.1,0.0,0,1,1,39.25,0,19000,1,2,0,10,2,0,0,28598376
